id,learner_id,responded_at,archetype
1880534,2d7e0b90-0ca3-48c9-a8e2-7ec870f04337,2018-04-09 20:18:52 UTC,Fixers
1880823,a4d27ac3-ebdf-42c6-b1f2-50731d71f1e6,2018-04-13 18:38:44 UTC,Fixers
1882371,435fefd4-29ee-4707-ba5a-f74f12130f19,2018-06-13 03:45:39 UTC,Fixers
1889048,e0583ed1-f581-4eee-8f0a-016f5ec4d67c,2018-04-11 07:56:03 UTC,Other
1891541,1e524488-26de-4101-8545-bf082a777671,2018-04-09 21:10:03 UTC,Vitalisers
1893275,fc78d726-ec17-4c40-bc84-f5abf87a7991,2018-04-10 00:06:15 UTC,Hobbyists
1897141,9279e966-1cf4-4541-a0c7-4aff893aad96,2018-06-05 08:40:55 UTC,Vitalisers
1921139,173a6cb6-0d38-44e2-98ff-d2c6eb6e0ea1,2018-04-12 21:55:03 UTC,Fixers
1922814,267be897-db6f-4748-b183-326f54ad6677,2018-05-01 17:51:12 UTC,Hobbyists
1924440,b8626e97-95c7-4a52-98b3-1562ca16e514,2018-04-17 14:25:06 UTC,Hobbyists
1932824,7c7a6065-e5b5-4623-94f2-34e43ac7ab36,2018-06-18 16:40:20 UTC,Vitalisers
1949883,625cc864-ca95-4ebd-80e9-3ca66977a980,2018-04-16 15:07:30 UTC,Flourishers
1954751,a46f7bec-516a-4a3b-b1c3-8e0d955dc4ad,2018-04-16 19:19:09 UTC,Explorers
1984310,bce1c7d5-8ef9-4bbc-8592-88c1d1da8137,2018-04-21 12:04:36 UTC,Other
1994520,5701e5de-a2b1-48bc-a711-74b3f57c33c0,2018-04-20 23:33:46 UTC,Advancers
1998498,abf4e546-b44e-4e16-920f-e7c305062d00,2018-04-21 18:35:36 UTC,Vitalisers
2004176,6cfaa598-e213-4bef-8f6e-457e72fa0265,2018-04-29 20:18:13 UTC,Fixers
2015992,30cb04e6-d4d9-4ae8-ae04-9d1a0673cca3,2018-04-23 18:32:54 UTC,Vitalisers
2042808,0c8dcb20-1d3f-4689-8bba-9fc2fb1351f2,2018-04-27 10:17:31 UTC,Hobbyists
2043496,e826e8c8-1110-4acc-9de0-4e6f831f5b9f,2018-06-25 11:14:52 UTC,Hobbyists
2045706,ea23bf2e-aba1-4df7-883a-00295116fb7c,2018-05-10 17:55:25 UTC,Hobbyists
2046048,f7a969ae-9d40-400b-a2c5-f41625546caf,2018-04-26 19:53:27 UTC,Preparers
2047781,ff438887-5360-4bc0-b8ae-21d0c93f754f,2018-05-19 17:07:19 UTC,Flourishers
2053897,4fc84df4-52df-4ce6-86e4-0946d869633d,2018-04-27 22:21:26 UTC,Advancers
2056628,7deb1909-c451-4f34-b918-65267c67dc9f,2018-05-03 21:34:59 UTC,Hobbyists
