learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
06b2174a-9624-407c-83ba-d26e999b5fc9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 00:46:51 UTC,true
42b5a416-a42a-4929-aac3-6c551cacaf15,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 00:52:57 UTC,true
80186114-623e-4708-a61f-00dc2d99d70d,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 01:50:35 UTC,true
f91b7ed8-6f24-4640-93c9-432ecaaf7a74,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 02:14:12 UTC,true
8c8132b1-9f31-4e79-990c-f7313bf2266b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 03:14:26 UTC,true
7d6b8559-7636-4214-bf6c-c2242f135e50,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-02-05 04:30:46 UTC,false
7d6b8559-7636-4214-bf6c-c2242f135e50,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 04:31:01 UTC,false
7d6b8559-7636-4214-bf6c-c2242f135e50,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 04:31:10 UTC,false
7d6b8559-7636-4214-bf6c-c2242f135e50,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 04:31:18 UTC,true
d4a9ccc3-4084-4950-9dd1-15c23f95dc80,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 05:10:53 UTC,true
5096a392-5b9c-4212-ab6a-ab8d5bae4e84,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 05:29:36 UTC,true
36a7c379-3713-4e7d-b2c7-159544927baa,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 05:40:49 UTC,false
36a7c379-3713-4e7d-b2c7-159544927baa,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 05:41:20 UTC,false
36a7c379-3713-4e7d-b2c7-159544927baa,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 05:41:39 UTC,true
d416c199-cf68-4c94-9ad2-23742bbd282d,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 08:56:36 UTC,true
20014281-74c6-4fb5-aaa0-84b5200f1e83,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 08:58:51 UTC,true
fc628842-cedb-4a4b-91dd-2063d7ea5cc0,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 09:24:20 UTC,true
41c49efd-6f59-4315-9247-8d98484288d7,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 09:33:53 UTC,true
4e4b148c-63f5-4f36-8096-ed95fd2c4a80,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 09:36:10 UTC,true
88cccde4-599f-4120-9253-1a63673b6529,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 09:38:35 UTC,true
a3b36c62-97bd-4045-902a-11de58a99fee,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 10:17:05 UTC,true
64baa928-f0ca-428f-909b-830fe23ba983,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 10:21:27 UTC,true
cccd1a18-6146-476a-be3a-a66fa8ae1a9a,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 10:53:44 UTC,false
cccd1a18-6146-476a-be3a-a66fa8ae1a9a,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 10:54:01 UTC,false
cccd1a18-6146-476a-be3a-a66fa8ae1a9a,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 10:54:09 UTC,false
cccd1a18-6146-476a-be3a-a66fa8ae1a9a,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 10:54:17 UTC,true
e9250180-fa2f-4e21-91f1-4aa08b3b56ef,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 11:02:00 UTC,true
a1b9ad79-76b4-4847-8568-6d4beda590d1,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 11:27:31 UTC,false
a1b9ad79-76b4-4847-8568-6d4beda590d1,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 11:27:52 UTC,true
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 11:31:20 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 11:31:28 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 11:31:37 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-02-05 11:31:41 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 11:31:49 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 11:31:53 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 11:31:59 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 11:32:06 UTC,false
e13e6464-b079-4700-81cd-8e3a2464b4b5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 11:32:11 UTC,true
89e7bc05-0299-44b9-8bab-7bf1a8684dda,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 12:27:57 UTC,true
ba8033f3-0c63-4f93-84c0-a3cbc411c690,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 12:31:06 UTC,true
6657126d-c489-40bd-a469-3758a1d53978,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 12:36:15 UTC,false
6657126d-c489-40bd-a469-3758a1d53978,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 12:36:20 UTC,false
6657126d-c489-40bd-a469-3758a1d53978,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 12:36:25 UTC,true
9b9fbc71-46e5-4fda-9ee3-554eab8d4f5a,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 12:51:36 UTC,true
dee72ae5-0363-4830-9063-ea4976fe2375,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:19:41 UTC,true
32e58f16-b5d0-4939-9878-d861ce912059,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 13:20:43 UTC,false
32e58f16-b5d0-4939-9878-d861ce912059,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:21:11 UTC,true
f35900d9-e8e3-4d36-93b8-6473d22b5f33,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:43:50 UTC,true
701b85b9-1b29-451a-a118-fb94cb799321,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:44:59 UTC,true
7021529b-5d4c-49f6-9421-e125263f0d08,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:47:31 UTC,true
64e29245-0ec7-4e76-a83d-4574fef0745b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 13:53:36 UTC,true
1b3f3067-37bb-4686-9d7f-96f93f0454c2,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:05:52 UTC,true
bcc716a0-dede-4553-bc3b-22066ca29e85,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:09:31 UTC,true
3e6303c2-aff0-4258-a310-600ed48ee904,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 14:09:45 UTC,false
3e6303c2-aff0-4258-a310-600ed48ee904,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 14:10:01 UTC,false
3e6303c2-aff0-4258-a310-600ed48ee904,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:10:10 UTC,true
3e6303c2-aff0-4258-a310-600ed48ee904,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 14:10:19 UTC,false
3ff621df-a9e3-4164-b6c5-429581e59845,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:17:40 UTC,true
141d98d3-c364-471a-b0c6-77dd7407af56,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-02-05 14:18:39 UTC,false
141d98d3-c364-471a-b0c6-77dd7407af56,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:18:53 UTC,true
c87b2ef6-a66e-4d8a-82a5-57821897fa32,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:40:46 UTC,true
5c9348fa-9d66-4681-beb1-3b006fa62ae3,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 14:51:10 UTC,true
94788a8f-2a28-4e31-9cbd-7466bc840848,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 15:24:56 UTC,false
94788a8f-2a28-4e31-9cbd-7466bc840848,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-02-05 15:25:05 UTC,false
94788a8f-2a28-4e31-9cbd-7466bc840848,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 15:25:08 UTC,true
789fa190-c746-4926-87cc-04207aa3ebfe,1.8.1,MultipleChoice,1,8,1,2,,2018-02-05 15:38:18 UTC,false
789fa190-c746-4926-87cc-04207aa3ebfe,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 15:38:29 UTC,false
789fa190-c746-4926-87cc-04207aa3ebfe,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 15:38:38 UTC,true
ae4a6f80-64df-434d-b93d-bf868f021f0d,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 15:45:24 UTC,true
834ccd88-849c-47a7-8157-d7364a804543,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 16:07:50 UTC,false
834ccd88-849c-47a7-8157-d7364a804543,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-02-05 16:09:17 UTC,false
834ccd88-849c-47a7-8157-d7364a804543,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 16:09:24 UTC,true
36aed35f-c3a0-4a6d-9e66-5ede89905c69,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 16:46:41 UTC,true
9ee65b92-df81-4fdf-a79c-7edd96ec7b20,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 17:40:24 UTC,true
,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 18:25:43 UTC,false
,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 18:25:54 UTC,true
29e4dabe-0b66-446f-90c9-607cfca5baee,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 18:42:16 UTC,true
11924e72-02a8-455d-879b-8d05cd0ce87b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 19:22:31 UTC,true
f1e15874-6696-4892-bb61-33adecd077fd,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 19:29:24 UTC,false
f1e15874-6696-4892-bb61-33adecd077fd,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 19:33:41 UTC,false
f1e15874-6696-4892-bb61-33adecd077fd,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 19:33:46 UTC,true
f1f78093-d580-473a-8705-dd2621cb08d9,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 19:40:19 UTC,false
f1f78093-d580-473a-8705-dd2621cb08d9,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 19:40:31 UTC,false
f1f78093-d580-473a-8705-dd2621cb08d9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 19:40:36 UTC,true
0f20c43e-b6da-4fa6-95c5-958020df98ef,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 19:50:03 UTC,true
b3c5c089-6381-47d8-86f3-c2ae820b38e9,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 19:57:14 UTC,false
b3c5c089-6381-47d8-86f3-c2ae820b38e9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 19:57:18 UTC,true
c21f8638-7987-4629-95ff-00f1d28372aa,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 20:13:41 UTC,true
7ee84aab-51a4-45b4-9821-ce85dad0da88,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 20:24:49 UTC,true
b58e2472-4989-49cd-b7fc-1c75aaa99e65,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 20:40:47 UTC,true
29ac888d-0892-4d7e-9724-a8dbc9dca8d5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 21:08:47 UTC,true
255c6dfb-785a-47c0-80bf-c3eb2f2f6014,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 21:58:35 UTC,true
6a9dba46-856e-4852-abd1-e95c404cef79,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 23:19:18 UTC,false
6a9dba46-856e-4852-abd1-e95c404cef79,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 23:19:21 UTC,false
6a9dba46-856e-4852-abd1-e95c404cef79,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 23:19:23 UTC,true
ed1d254b-8306-47d0-8e3c-15944cdf77f6,1.8.1,MultipleChoice,1,8,1,3,,2018-02-05 23:24:52 UTC,false
ed1d254b-8306-47d0-8e3c-15944cdf77f6,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-02-05 23:24:56 UTC,false
ed1d254b-8306-47d0-8e3c-15944cdf77f6,1.8.1,MultipleChoice,1,8,1,1,,2018-02-05 23:25:01 UTC,false
ed1d254b-8306-47d0-8e3c-15944cdf77f6,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-02-05 23:25:31 UTC,true
ec2b9683-f7a7-4940-914e-2f8ffdfb8957,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-02-05 23:28:54 UTC,false
