learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
77454a73-6b8b-46a2-8dee-35f36b6c4fc1,1.8.1,MultipleChoice,1,8,1,1,,2017-01-19 11:33:34 UTC,false
20e6ec35-0f50-4819-9c2e-d1851fd54638,1.8.1,MultipleChoice,1,8,1,1,,2017-03-09 21:12:22 UTC,false
20e6ec35-0f50-4819-9c2e-d1851fd54638,1.8.1,MultipleChoice,1,8,1,"1,3",,2017-03-09 21:12:27 UTC,false
b8ea1820-b45f-40cc-8dbb-45284c1126dc,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 00:44:36 UTC,true
d06d07b5-86ac-46b5-9d3f-9ddf4d0eaff6,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 01:01:49 UTC,true
b9c2630b-554e-40be-8538-315c2396305f,1.8.1,MultipleChoice,1,8,1,3,,2017-03-20 01:38:53 UTC,false
733a8e68-570f-4095-afb5-ad9eff247ac5,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-03-20 01:59:50 UTC,false
733a8e68-570f-4095-afb5-ad9eff247ac5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 01:59:56 UTC,true
a835a240-cc5d-49be-9783-96573c9edd73,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-03-20 02:02:06 UTC,false
a835a240-cc5d-49be-9783-96573c9edd73,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 02:02:10 UTC,true
f3af5dd2-1d2f-4d6b-9b5e-7f06eb5358f4,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 02:31:13 UTC,true
bdf421a8-2f11-49bf-a7ec-60670491e61f,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 02:32:40 UTC,true
b384355d-0fdd-42ef-a935-498f832c3b7c,1.8.1,MultipleChoice,1,8,1,2,,2017-03-20 02:40:45 UTC,false
b384355d-0fdd-42ef-a935-498f832c3b7c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 02:40:49 UTC,true
40f4941b-d765-4b1e-bbcf-1e7fd4588393,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 02:42:21 UTC,true
78f468c1-c16e-41ac-ba28-0ab19878124c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 03:14:00 UTC,true
2ed39e2f-34e9-4e0f-aa65-1ed1214fb3ee,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 03:16:23 UTC,true
adb7df0a-7a33-42d1-9dea-7d2d406cde8b,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-03-20 03:17:39 UTC,false
adb7df0a-7a33-42d1-9dea-7d2d406cde8b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 03:17:56 UTC,true
c577aec2-df59-45ae-9a76-2a41f2f996d0,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 03:24:42 UTC,true
9a054fa3-b67a-4890-b2b2-4bd78b2a041e,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-03-20 03:41:35 UTC,true
