id,learner_id,responded_at,archetype
2564612,732b60fc-d132-4364-b37e-0e3a5c34f346,2018-06-26 23:51:56 UTC,Other
2574521,a45deed2-ded4-4979-b3dc-f1519edeba79,2018-06-28 09:03:05 UTC,Fixers
2579047,04d122eb-d1b8-4c9a-bf83-3480b9bd9101,2018-06-29 05:53:28 UTC,Vitalisers
2603632,05ac5842-ec66-49d0-80df-675e405af34e,2018-08-17 17:03:01 UTC,Fixers
2638826,6cfaa598-e213-4bef-8f6e-457e72fa0265,2018-07-23 19:03:20 UTC,Fixers
2754856,59ebee5b-63e6-4553-a508-7f860cadc23d,2018-08-08 10:39:12 UTC,Vitalisers
2870054,234c453a-fddc-484d-a8cc-73d6671d35e0,2018-08-07 15:00:43 UTC,Advancers
2902456,4492e766-e7d7-4609-ab2d-fd27640738e4,2018-09-13 15:43:28 UTC,Advancers
2909730,1543915d-ced2-4b92-92f7-18be36c01bd5,2018-09-10 04:17:34 UTC,Preparers
2921528,9096a206-9994-476a-a33b-df488588f3db,2018-08-11 00:06:20 UTC,Advancers
2935447,d09d77b8-e364-44dd-9cd4-28684d91c8b4,2018-09-10 19:40:05 UTC,Preparers
2947827,21a82eec-e56b-4f10-a704-96e800dbf351,2018-08-15 11:03:58 UTC,Vitalisers
2948991,8231c397-dfc5-4271-81ad-a5323cc8cc90,2018-08-14 17:30:38 UTC,Explorers
2949711,e3893248-0c09-4b03-97e5-c20113a387f4,2018-09-19 18:46:56 UTC,Flourishers
2950380,71af1fff-e88f-4fbe-8f85-01eb5d476f86,2018-08-27 15:38:01 UTC,Preparers
2957417,325c1254-e182-4b46-931f-28e82c7b8c38,2018-08-15 16:32:58 UTC,Explorers
2966582,29cbbe81-71b0-4f9e-8ed9-2076365d475f,2018-08-16 21:29:11 UTC,Vitalisers
2967526,e5d2a674-b00f-4c51-b5bc-32a772f3c5ed,2018-08-17 02:33:30 UTC,Vitalisers
2969582,2a196b5a-bfdf-4a22-b7af-a7e1da577c70,2018-08-17 11:50:30 UTC,Vitalisers
2975681,73b82dff-8a81-4c1f-a8d0-a52b49a02c0d,2018-08-18 09:30:52 UTC,Fixers
2975864,162b409b-2b81-4360-9e73-f54c24c6dfaf,2018-08-18 10:05:34 UTC,Explorers
2978014,b41276b3-e4c1-4c50-8f35-31996ba2c08d,2018-08-26 14:39:19 UTC,Explorers
2981813,1c2c956f-9071-4751-ab41-d304869e8645,2018-08-19 10:51:10 UTC,Fixers
2982437,252cab6e-a138-47a8-b3ff-84bc59400fae,2018-08-19 12:42:15 UTC,Explorers
2985675,e80ceba9-515f-4e72-93a5-5547b0fc1549,2018-10-14 12:56:16 UTC,Hobbyists
2988216,bb5fa5b2-6306-41de-b84a-00910ebe94c9,2018-09-07 12:10:00 UTC,Preparers
3005226,437db365-4fb0-4aeb-ac65-33e588df2eeb,2018-08-21 20:21:19 UTC,Advancers
3005430,d4152ef6-2682-4106-b585-2a2061abfbf8,2018-08-21 20:40:46 UTC,Hobbyists
3005481,0ec9a98b-a2df-4684-bb4d-ed0ef04a508b,2018-09-19 21:03:58 UTC,Hobbyists
3006377,38714e13-17af-4744-9efe-db67868e80af,2018-08-21 22:23:07 UTC,Vitalisers
3010086,dcafb987-3c45-49bd-b79d-55996e7e39e8,2018-08-22 08:52:47 UTC,Explorers
3011758,f1a07618-da80-48d4-8b1d-44b678d15f47,2018-09-11 15:29:42 UTC,Advancers
3014705,1d0a0f87-dd73-4ccd-9692-10b2eb37e556,2018-09-18 22:14:45 UTC,Flourishers
3015342,8df5732d-cdc4-421d-91a7-f10cb90ad09e,2018-08-26 06:45:24 UTC,Hobbyists
3019327,3b07e167-5398-4547-a639-b1cf4655d1dc,2018-08-23 08:15:09 UTC,Hobbyists
3021465,4ae9bd77-e62a-4a44-864e-53d58c3ed4a4,2018-09-17 11:27:14 UTC,Other
3023066,349056c8-5a59-4566-88b0-0b953e11c7a6,2018-08-30 19:30:02 UTC,Explorers
3027551,a1084b48-63b7-411f-a6da-94010ef337be,2018-08-24 11:12:21 UTC,Preparers
3029594,04d97d34-df04-4f8d-9b3f-abe6a6ad952f,2018-08-24 13:24:08 UTC,Preparers
3032813,e1765c0f-1a14-4ecc-bbd4-a2049fe5d7db,2018-08-25 00:00:04 UTC,Preparers
3039649,be6dc4af-abcf-4fdf-9bf1-c2d6a1a1070a,2018-08-26 01:10:18 UTC,Fixers
3046585,bb86f71d-5411-4a2f-94b5-0d3434200dc6,2018-08-27 00:29:09 UTC,Preparers
3051332,abd61055-021c-4d6e-acf7-feec78a9b22f,2018-09-10 20:22:08 UTC,Other
3054042,6cc783c0-af39-4032-907e-322d00a87d9e,2018-08-27 20:26:25 UTC,Fixers
3056748,6716ff60-2a66-43ad-88c2-999e995f50c2,2018-08-28 09:02:53 UTC,Hobbyists
3058721,c261e4c6-7974-4e83-b883-141080f799f2,2018-09-12 13:32:01 UTC,Vitalisers
