learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
3f5389d8-4b4d-43af-904e-cc32946a4845,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 01:18:29 UTC,true
6ffbff85-fe97-4fee-994d-17a32bdf867c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 01:47:45 UTC,true
b89dd8da-585e-4b2c-953b-c6d475e07099,1.8.1,MultipleChoice,1,8,1,3,,2018-06-11 03:17:42 UTC,false
b89dd8da-585e-4b2c-953b-c6d475e07099,1.8.1,MultipleChoice,1,8,1,"2,3",,2018-06-11 03:17:45 UTC,false
b89dd8da-585e-4b2c-953b-c6d475e07099,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 03:17:47 UTC,true
35fd382a-3ff3-4020-a20a-e0da6430cda6,1.8.1,MultipleChoice,1,8,1,3,,2018-06-11 05:50:43 UTC,false
35fd382a-3ff3-4020-a20a-e0da6430cda6,1.8.1,MultipleChoice,1,8,1,"1,3",,2018-06-11 05:50:52 UTC,false
35fd382a-3ff3-4020-a20a-e0da6430cda6,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 05:50:56 UTC,true
b2805f90-d469-446f-9d88-cd34a305cf84,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 08:05:19 UTC,true
b02e817f-a848-46f4-8af6-35a1b14ee033,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 08:22:26 UTC,true
0174970c-d89c-4eed-b28b-ed44441d522c,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 08:31:24 UTC,true
ad21c164-5b27-4c3d-af01-eeb6310d1252,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 08:39:25 UTC,true
77ee5192-cde9-4fb1-8a27-fdf928b02575,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 09:58:34 UTC,true
b4704948-6c94-4d0c-880c-bac1e3455dc9,1.8.1,MultipleChoice,1,8,1,"1,2",,2018-06-11 10:18:38 UTC,false
b4704948-6c94-4d0c-880c-bac1e3455dc9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 10:19:11 UTC,true
651bef9e-db89-40d5-8b8a-e2ec8c95aed2,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2018-06-11 10:36:09 UTC,true
