learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
8cd5ceea-f1d5-4d1e-bc93-cf37568d5673,1.8.1,MultipleChoice,1,8,1,2,,2017-11-13 01:44:32 UTC,false
8cd5ceea-f1d5-4d1e-bc93-cf37568d5673,1.8.1,MultipleChoice,1,8,1,"2,3",,2017-11-13 01:44:58 UTC,false
8cd5ceea-f1d5-4d1e-bc93-cf37568d5673,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 01:45:04 UTC,true
b51c541b-5046-4179-81d9-c8f22624d2b5,1.8.1,MultipleChoice,1,8,1,2,,2017-11-13 04:17:09 UTC,false
b51c541b-5046-4179-81d9-c8f22624d2b5,1.8.1,MultipleChoice,1,8,1,1,,2017-11-13 04:17:12 UTC,false
b51c541b-5046-4179-81d9-c8f22624d2b5,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-11-13 04:17:15 UTC,false
b51c541b-5046-4179-81d9-c8f22624d2b5,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 04:17:18 UTC,true
d81efb7e-2322-41ac-bd58-c3daa2c6bec3,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 06:05:04 UTC,true
b47cf35e-a3c4-4754-9bf7-ad65b4fb1022,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 06:56:50 UTC,true
a18a070f-44dc-4bc0-9060-ae23245c1e10,1.8.1,MultipleChoice,1,8,1,3,,2017-11-13 07:09:33 UTC,false
a18a070f-44dc-4bc0-9060-ae23245c1e10,1.8.1,MultipleChoice,1,8,1,"1,3",,2017-11-13 07:09:46 UTC,false
a18a070f-44dc-4bc0-9060-ae23245c1e10,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 07:09:50 UTC,true
1532caf4-a9fa-4d8a-85e1-03f93c9ef74b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 07:26:39 UTC,true
4a33a4c9-7bb0-44ba-a86f-b4b08c9b01ab,1.8.1,MultipleChoice,1,8,1,2,,2017-11-13 07:30:11 UTC,false
4a33a4c9-7bb0-44ba-a86f-b4b08c9b01ab,1.8.1,MultipleChoice,1,8,1,3,,2017-11-13 07:30:27 UTC,false
4a33a4c9-7bb0-44ba-a86f-b4b08c9b01ab,1.8.1,MultipleChoice,1,8,1,1,,2017-11-13 07:30:32 UTC,false
4a33a4c9-7bb0-44ba-a86f-b4b08c9b01ab,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 07:30:49 UTC,true
116dabb8-deb6-426d-9bd5-3627b9698012,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 08:21:46 UTC,true
8ae5287c-08a6-47b7-9daf-9170446485d2,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 08:34:32 UTC,true
b0c70e7e-bb5b-445f-8ccd-0fe7525974e3,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 08:50:02 UTC,true
887f0c60-f5a1-48ba-a5db-0b4ccc82dcab,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 09:10:55 UTC,true
34c1b276-aff7-4a8c-a681-c94f7379880b,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 09:30:17 UTC,true
97bbd842-81e9-46d3-a308-dee3ad6a90a3,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 10:02:34 UTC,true
e1502f43-8264-4965-a982-c0a1ea9af0ec,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 10:36:37 UTC,true
e368f85f-5cb6-49c2-9df2-b8032bfa165d,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 10:48:55 UTC,true
cbdd182a-80f5-4971-a829-29a86bd3dfe3,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-11-13 10:55:04 UTC,false
cbdd182a-80f5-4971-a829-29a86bd3dfe3,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-11-13 10:55:07 UTC,true
