learner_id,quiz_question,question_type,week_number,step_number,question_number,response,cloze_response,submitted_at,correct
45110b3e-b6e1-4fdc-bd11-106697622158,1.8.1,MultipleChoice,1,8,1,3,,2017-09-18 02:17:20 UTC,false
45110b3e-b6e1-4fdc-bd11-106697622158,1.8.1,MultipleChoice,1,8,1,"2,3",,2017-09-18 02:17:27 UTC,false
45110b3e-b6e1-4fdc-bd11-106697622158,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 02:17:33 UTC,true
8f3cd3aa-cba4-4b98-8748-71c41aa599a9,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 03:03:34 UTC,true
035fb318-88fe-4dd9-a3a3-70696a05e5a2,1.8.1,MultipleChoice,1,8,1,"1,2",,2017-09-18 04:26:35 UTC,false
035fb318-88fe-4dd9-a3a3-70696a05e5a2,1.8.1,MultipleChoice,1,8,1,"1,3",,2017-09-18 04:29:42 UTC,false
035fb318-88fe-4dd9-a3a3-70696a05e5a2,1.8.1,MultipleChoice,1,8,1,1,,2017-09-18 04:29:46 UTC,false
035fb318-88fe-4dd9-a3a3-70696a05e5a2,1.8.1,MultipleChoice,1,8,1,3,,2017-09-18 04:29:53 UTC,false
035fb318-88fe-4dd9-a3a3-70696a05e5a2,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 04:30:11 UTC,true
ff3c38fd-cfeb-476f-b480-4bf2ccfca7b6,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 05:48:29 UTC,true
a0d3ba93-6166-4504-8b81-a99f5ba0f318,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 05:58:44 UTC,true
184bc85f-b7ec-4221-86b1-25657f8da8ba,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 06:38:53 UTC,true
ff73d115-3b5c-4392-9c1c-50e5bc1f3d95,1.8.1,MultipleChoice,1,8,1,3,,2017-09-18 07:09:53 UTC,false
ff73d115-3b5c-4392-9c1c-50e5bc1f3d95,1.8.1,MultipleChoice,1,8,1,"2,3",,2017-09-18 07:10:33 UTC,false
ff73d115-3b5c-4392-9c1c-50e5bc1f3d95,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 07:10:47 UTC,true
dc7c072d-2fc1-4cf8-896f-d0da9e69e43e,1.8.1,MultipleChoice,1,8,1,3,,2017-09-18 07:18:19 UTC,false
dc7c072d-2fc1-4cf8-896f-d0da9e69e43e,1.8.1,MultipleChoice,1,8,1,"2,3",,2017-09-18 07:19:23 UTC,false
dc7c072d-2fc1-4cf8-896f-d0da9e69e43e,1.8.1,MultipleChoice,1,8,1,"1,2,3",,2017-09-18 07:19:30 UTC,true
